Store ID,Product ID,Inventory Level,Units Sold,Units Ordered,Price,Discount,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand,Seasonality_enc,Category_Clothing,Category_Electronics,Category_Furniture,Category_Groceries,Category_Toys,Region_East,Region_North,Region_South,Region_West,Weather Condition_Cloudy,Weather Condition_Rainy,Weather Condition_Snowy,Weather Condition_Sunny,Year,Month,DayOfWeek,Quarter,IsWeekend,Revenue,Stock_Ratio,Price_vs_Comp,Order_Fill_Rate,Lag_1,Lag_7,Rolling_7
5,1,258,163,302.5,13.08,10,1,14.13,Winter,0,161,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2022,1,2,1,0,1918.836,1.5731707317073171,-1.0500000000000007,0.5388429752066116,111.0,95.0,117.57142857142857
1,1,190,98,302.5,84.03,0,0,95.54,Winter,0,146,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2022,1,3,1,0,8234.94,1.9191919191919191,-11.510000000000005,0.3239669421487603,161.0,83.0,127.0
2,1,377,128,0.0,89.44,0,0,84.9,Winter,0,113,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2022,1,3,1,0,11448.32,2.9224806201550386,4.539999999999992,0.0,146.0,83.0,136.0
3,1,175,77,0.0,18.13,0,0,20.24,Winter,0,118,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2022,1,3,1,0,1396.01,2.2435897435897436,-2.1099999999999994,0.0,113.0,110.0,140.28571428571428
4,1,816,85,0.0,10.92,10,0,11.72,Winter,0,126,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2022,1,3,1,0,835.3800000000001,9.488372093023257,-0.8000000000000007,0.0,118.0,154.0,141.42857142857142
5,1,95,95,0.0,14.59,0,0,15.61,Winter,0,163,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2022,1,3,1,0,1386.05,0.9895833333333334,-1.0199999999999996,0.0,126.0,187.0,137.42857142857142
1,1,92,92,0.0,66.07,10,0,63.57,Winter,0,87,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2022,1,4,1,0,5470.596,0.989247311827957,2.499999999999993,0.0,163.0,111.0,134.0
2,1,249,96,0.0,84.54,10,0,91.97,Winter,0,146,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2022,1,4,1,0,7304.256,2.5670103092783507,-7.429999999999993,0.0,87.0,161.0,130.57142857142858
3,1,507,54,0.0,15.15,0,0,16.67,Winter,0,65,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2022,1,4,1,0,818.1,9.218181818181819,-1.5200000000000014,0.0,146.0,146.0,128.42857142857142
4,1,816,99,0.0,11.13,5,0,13.29,Winter,0,115,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2022,1,4,1,0,1046.7765000000002,8.16,-2.1599999999999984,0.0,65.0,113.0,116.85714285714286
5,1,339,109,0.0,13.61,0,0,14.72,Winter,0,138,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2022,1,4,1,0,1483.49,3.081818181818182,-1.1100000000000012,0.0,115.0,118.0,117.14285714285714
1,1,308,96,248.0,68.56,10,1,80.99,Winter,0,113,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2022,1,5,1,1,5923.584000000001,3.1752577319587627,-12.429999999999993,0.3870967741935484,138.0,126.0,120.0
2,1,524,83,0.0,82.34,10,1,80.13,Winter,0,120,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2022,1,5,1,1,6150.798000000001,6.238095238095238,2.210000000000008,0.0,113.0,163.0,118.14285714285714
3,1,453,116,0.0,13.26,25,1,15.82,Winter,0,110,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2022,1,5,1,1,1153.6200000000001,3.871794871794872,-2.5600000000000005,0.0,120.0,87.0,112.0
4,1,749,123,0.0,11.21,20,1,9.69,Winter,0,158,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2022,1,5,1,1,1103.064,6.040322580645161,1.5200000000000014,0.0,110.0,146.0,115.28571428571429
5,1,230,139,299.0,10.63,25,1,11.75,Winter,0,152,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2022,1,5,1,1,1108.1775000000002,1.6428571428571428,-1.1199999999999992,0.46488294314381273,158.0,65.0,117.0
1,1,212,57,0.0,62.76,10,0,67.11,Winter,0,87,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2022,1,6,1,1,3219.5879999999997,3.6551724137931036,-4.350000000000001,0.0,152.0,115.0,129.42857142857142
2,1,441,85,0.0,72.8,10,0,77.77,Winter,0,97,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2022,1,6,1,1,5569.2,5.127906976744186,-4.969999999999999,0.0,87.0,138.0,125.42857142857143
3,1,337,109,0.0,16.03,10,0,18.63,Winter,0,113,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2022,1,6,1,1,1572.5430000000001,3.0636363636363635,-2.599999999999998,0.0,97.0,113.0,119.57142857142857
4,1,626,126,302.5,14.34,5,0,13.33,Winter,0,186,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2022,1,6,1,1,1716.4979999999998,4.929133858267717,1.0099999999999998,0.41652892561983473,113.0,120.0,119.57142857142857
5,1,91,77,0.0,11.26,5,0,10.85,Winter,0,79,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2022,1,6,1,1,823.669,1.1666666666666667,0.41000000000000014,0.0,186.0,110.0,129.0
1,1,403,88,0.0,68.99,5,0,81.14,Winter,0,99,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2022,1,0,1,0,5767.563999999999,4.52808988764045,-12.150000000000006,0.0,79.0,158.0,124.57142857142857
2,1,356,147,302.5,92.41,5,0,88.99,Winter,0,140,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2022,1,0,1,0,12905.056499999999,2.4054054054054053,3.4200000000000017,0.4859504132231405,99.0,152.0,116.14285714285714
3,1,228,96,202.0,16.94,5,0,17.9,Winter,0,113,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2022,1,0,1,0,1544.928,2.350515463917526,-0.9599999999999973,0.4752475247524752,140.0,87.0,114.42857142857143
4,1,500,138,0.0,12.72,0,0,15.09,Winter,0,142,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2022,1,0,1,0,1755.3600000000001,3.597122302158273,-2.369999999999999,0.0,113.0,97.0,118.14285714285714
5,1,313,131,0.0,12.03,5,0,13.64,Winter,0,114,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2022,1,0,1,0,1497.1334999999997,2.371212121212121,-1.6100000000000012,0.0,142.0,113.0,124.57142857142857
1,1,315,112,0.0,73.71,0,0,85.29,Winter,0,103,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2022,1,1,1,0,8255.519999999999,2.7876106194690267,-11.580000000000013,0.0,114.0,186.0,124.71428571428571
2,1,209,93,0.0,82.63,10,0,88.52,Winter,0,138,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2022,1,1,1,0,6916.130999999999,2.223404255319149,-5.890000000000001,0.0,103.0,79.0,112.85714285714286
3,1,132,129,0.0,18.9,0,0,17.83,Winter,0,115,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2022,1,1,1,0,2438.1,1.0153846153846153,1.0700000000000003,0.0,138.0,99.0,121.28571428571429
4,1,362,198,0.0,14.47,0,0,16.55,Winter,0,190,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2022,1,1,1,0,2865.06,1.8190954773869348,-2.08,0.0,115.0,140.0,123.57142857142857
5,1,182,55,0.0,9.78,10,0,11.23,Winter,0,69,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2022,1,1,1,0,484.11,3.25,-1.450000000000001,0.0,190.0,113.0,130.71428571428572
1,1,203,70,179.0,65.76,10,0,60.13,Winter,0,85,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2022,1,2,1,0,4142.880000000001,2.859154929577465,5.630000000000003,0.39106145251396646,69.0,142.0,124.42857142857143
2,1,116,52,0.0,75.4,0,0,73.04,Winter,0,63,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2022,1,2,1,0,3920.8,2.188679245283019,2.3599999999999994,0.0,85.0,114.0,116.28571428571429
3,1,205,126,248.0,19.47,0,0,18.43,Winter,0,125,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2022,1,2,1,0,2453.22,1.6141732283464567,1.0399999999999991,0.5080645161290323,63.0,103.0,109.0
4,1,147,49,0.0,10.14,0,0,9.42,Winter,0,58,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2022,1,2,1,0,496.86,2.94,0.7200000000000006,0.0,125.0,138.0,112.14285714285714
5,1,127,92,284.0,12.5,5,0,14.53,Winter,0,127,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2022,1,2,1,0,1092.5,1.3655913978494623,-2.0299999999999994,0.323943661971831,58.0,115.0,100.71428571428571
1,1,133,80,0.0,54.01,20,1,61.35,Winter,0,77,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2022,1,3,1,0,3456.6400000000003,1.6419753086419753,-7.340000000000003,0.0,127.0,190.0,102.42857142857143
2,1,471,80,0.0,70.39,10,1,81.44,Winter,0,87,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2022,1,3,1,0,5068.08,5.814814814814815,-11.049999999999997,0.0,77.0,69.0,86.28571428571429
3,1,79,79,302.5,16.75,20,1,15.49,Winter,0,150,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2022,1,3,1,0,1058.6000000000001,0.9875,1.2599999999999998,0.2611570247933884,87.0,85.0,88.85714285714286
4,1,774,110,302.5,12.04,15,1,13.06,Winter,0,182,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2022,1,3,1,0,1125.7399999999998,6.972972972972973,-1.0200000000000014,0.36363636363636365,150.0,63.0,98.14285714285714
5,1,35,35,302.5,11.6,20,1,14.03,Winter,0,160,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2022,1,3,1,0,324.8,0.9722222222222222,-2.4299999999999997,0.11570247933884298,182.0,125.0,115.14285714285714
1,1,232,52,0.0,58.29,5,0,61.97,Winter,0,52,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2022,1,4,1,0,2879.526,4.377358490566038,-3.6799999999999997,0.0,160.0,58.0,120.14285714285714
2,1,391,54,0.0,74.65,5,0,66.34,Winter,0,74,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2022,1,4,1,0,3829.545,7.109090909090909,8.310000000000002,0.0,52.0,127.0,119.28571428571429
3,1,248,51,0.0,14.45,10,0,15.92,Winter,0,81,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2022,1,4,1,0,663.255,4.769230769230769,-1.4700000000000006,0.0,74.0,77.0,111.71428571428571
4,1,664,144,0.0,12.75,0,0,12.27,Winter,0,126,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2022,1,4,1,0,1836.0,4.5793103448275865,0.4800000000000004,0.0,81.0,87.0,112.28571428571429
5,1,284,131,0.0,14.19,0,0,12.42,Winter,0,135,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2022,1,4,1,0,1858.8899999999999,2.1515151515151514,1.7699999999999996,0.0,126.0,150.0,117.85714285714286
1,1,180,126,287.0,81.93,10,1,95.61,Winter,0,175,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2022,1,5,1,1,9290.862000000001,1.4173228346456692,-13.679999999999993,0.43902439024390244,135.0,182.0,115.71428571428571
2,1,337,190,302.5,83.39,20,1,99.51,Winter,0,185,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2022,1,5,1,1,12675.28,1.7643979057591623,-16.120000000000005,0.628099173553719,175.0,160.0,114.71428571428571
3,1,508,127,0.0,14.53,25,1,13.42,Winter,0,123,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2022,1,5,1,1,1383.9825,3.96875,1.1099999999999994,0.0,185.0,52.0,118.28571428571429
4,1,520,97,0.0,9.43,25,1,9.14,Winter,0,121,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2022,1,5,1,1,686.0324999999999,5.3061224489795915,0.28999999999999915,0.0,123.0,74.0,128.42857142857142
5,1,533,198,0.0,13.98,10,1,16.92,Winter,0,187,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2022,1,5,1,1,2491.236,2.678391959798995,-2.9400000000000013,0.0,121.0,81.0,135.14285714285714
1,1,54,54,298.0,71.17,10,0,81.1,Winter,0,126,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2022,1,6,1,1,3458.8620000000005,0.9818181818181818,-9.929999999999993,0.18120805369127516,187.0,126.0,150.28571428571428
2,1,147,109,0.0,84.08,10,0,97.0,Winter,0,144,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2022,1,6,1,1,8248.248,1.3363636363636364,-12.920000000000002,0.0,126.0,135.0,150.28571428571428
3,1,381,25,0.0,12.99,5,0,14.1,Winter,0,39,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2022,1,6,1,1,308.5125,14.653846153846153,-1.1099999999999994,0.0,144.0,175.0,151.57142857142858
4,1,423,126,0.0,11.92,5,0,11.86,Winter,0,120,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2022,1,6,1,1,1426.824,3.3307086614173227,0.0600000000000005,0.0,39.0,185.0,132.14285714285714
5,1,328,114,0.0,13.49,0,0,12.66,Winter,0,118,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2022,1,6,1,1,1537.8600000000001,2.8521739130434782,0.8300000000000001,0.0,120.0,123.0,122.85714285714286
1,1,287,73,0.0,61.85,20,1,61.83,Winter,0,102,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2022,1,0,1,0,3612.0400000000004,3.8783783783783785,0.020000000000003126,0.0,118.0,121.0,122.14285714285714
2,1,38,38,0.0,78.85,20,1,89.96,Winter,0,163,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2022,1,0,1,0,2397.04,0.9743589743589743,-11.11,0.0,102.0,187.0,119.42857142857143
3,1,356,137,302.5,18.42,15,1,16.39,Winter,0,162,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2022,1,0,1,0,2145.0090000000005,2.579710144927536,2.030000000000001,0.45289256198347105,163.0,126.0,116.0
4,1,816,155,0.0,12.23,10,1,14.41,Winter,0,166,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2022,1,0,1,0,1706.085,5.230769230769231,-2.1799999999999997,0.0,162.0,144.0,121.14285714285714
5,1,214,143,237.0,11.09,20,1,11.7,Winter,0,144,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2022,1,0,1,0,1268.696,1.4861111111111112,-0.6099999999999994,0.6033755274261603,166.0,39.0,124.28571428571429
1,1,512,101,0.0,69.63,10,0,61.25,Winter,0,102,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2022,1,1,1,0,6329.366999999999,5.019607843137255,8.379999999999995,0.0,144.0,120.0,139.28571428571428
2,1,625,82,0.0,69.62,5,0,76.96,Winter,0,69,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2022,1,1,1,0,5423.398,7.530120481927711,-7.339999999999989,0.0,102.0,118.0,136.71428571428572
3,1,219,53,0.0,14.39,5,0,16.94,Winter,0,65,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2022,1,1,1,0,724.5365,4.055555555555555,-2.5500000000000007,0.0,69.0,102.0,129.71428571428572
4,1,816,103,0.0,10.22,5,0,11.8,Winter,0,89,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2022,1,1,1,0,1000.027,7.846153846153846,-1.58,0.0,65.0,163.0,124.42857142857143
5,1,71,71,302.5,14.57,10,0,13.0,Winter,0,183,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2022,1,1,1,0,931.023,0.9861111111111112,1.5700000000000003,0.23471074380165288,89.0,162.0,113.85714285714286
1,1,411,103,0.0,70.59,10,0,83.08,Winter,0,123,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2022,1,2,1,0,6543.693,3.951923076923077,-12.489999999999995,0.0,183.0,166.0,116.85714285714286
2,1,543,149,0.0,86.28,5,0,95.11,Winter,0,135,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2022,1,2,1,0,12212.934,3.62,-8.829999999999998,0.0,123.0,144.0,110.71428571428571
3,1,500,97,0.0,17.66,5,0,16.15,Winter,0,110,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2022,1,2,1,0,1627.369,5.1020408163265305,1.5100000000000016,0.0,135.0,102.0,109.42857142857143
4,1,733,45,0.0,9.26,0,0,11.09,Winter,0,48,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2022,1,2,1,0,416.7,15.934782608695652,-1.83,0.0,110.0,69.0,110.57142857142857
5,1,237,66,0.0,12.47,5,0,11.73,Winter,0,109,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2022,1,2,1,0,781.869,3.537313432835821,0.7400000000000002,0.0,48.0,65.0,107.57142857142857
1,1,308,20,0.0,49.47,10,0,58.54,Winter,0,25,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2022,1,3,1,0,890.46,14.666666666666666,-9.07,0.0,109.0,89.0,113.85714285714286
2,1,394,93,0.0,78.64,0,0,85.85,Winter,0,89,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2022,1,3,1,0,7313.52,4.191489361702128,-7.209999999999994,0.0,25.0,183.0,104.71428571428571
3,1,403,79,0.0,16.39,0,0,16.08,Winter,0,73,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2022,1,3,1,0,1294.81,5.0375,0.3100000000000023,0.0,89.0,123.0,91.28571428571429
4,1,688,37,0.0,10.12,0,0,9.5,Winter,0,57,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2022,1,3,1,0,374.44,18.105263157894736,0.6199999999999992,0.0,73.0,135.0,84.14285714285714
5,1,506,121,0.0,12.85,0,0,14.84,Winter,0,119,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2022,1,3,1,0,1554.85,4.147540983606557,-1.9900000000000002,0.0,57.0,110.0,73.0
1,1,288,92,0.0,66.74,10,0,63.13,Winter,0,90,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2022,1,4,1,0,5526.072,3.096774193548387,3.6099999999999923,0.0,119.0,48.0,74.28571428571429
2,1,301,126,302.5,87.5,5,0,75.01,Winter,0,122,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2022,1,4,1,0,10473.75,2.37007874015748,12.489999999999995,0.41652892561983473,90.0,109.0,80.28571428571429
3,1,324,58,0.0,15.87,10,0,15.15,Winter,0,94,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2022,1,4,1,0,828.414,5.491525423728813,0.7199999999999989,0.0,122.0,25.0,82.14285714285714
4,1,651,89,0.0,12.44,5,0,12.36,Winter,0,134,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2022,1,4,1,0,1051.802,7.233333333333333,0.08000000000000007,0.0,94.0,89.0,92.0
5,1,385,98,0.0,11.83,5,0,13.66,Winter,0,109,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2022,1,4,1,0,1101.3729999999998,3.888888888888889,-1.83,0.0,134.0,73.0,98.42857142857143
1,1,196,87,181.0,77.18,0,0,74.8,Winter,0,102,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2022,1,5,1,1,6714.660000000001,2.227272727272727,2.3800000000000097,0.48066298342541436,109.0,57.0,103.57142857142857
2,1,175,78,0.0,89.97,0,0,80.55,Winter,0,115,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2022,1,5,1,1,7017.66,2.2151898734177213,9.420000000000002,0.0,102.0,119.0,110.0
3,1,266,64,0.0,15.04,5,0,16.89,Winter,0,77,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2022,1,5,1,1,914.4319999999999,4.092307692307692,-1.8500000000000014,0.0,115.0,90.0,109.42857142857143
4,1,562,109,0.0,10.85,10,0,10.76,Winter,0,108,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2022,1,5,1,1,1064.385,5.109090909090909,0.08999999999999986,0.0,77.0,122.0,107.57142857142857
5,1,287,88,0.0,11.69,5,0,10.97,Winter,0,90,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2022,1,5,1,1,977.284,3.2247191011235956,0.7199999999999989,0.0,108.0,94.0,105.57142857142857
1,1,109,109,276.0,70.74,15,1,65.08,Winter,0,126,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2022,1,6,1,1,6554.061,0.990909090909091,5.659999999999997,0.39492753623188404,90.0,134.0,105.0
2,1,97,97,302.5,82.73,25,1,99.08,Winter,0,207,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2022,1,6,1,1,6018.6075,0.9897959183673469,-16.349999999999994,0.32066115702479336,126.0,109.0,103.85714285714286
3,1,202,84,156.0,12.01,25,1,13.19,Winter,0,81,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2022,1,6,1,1,756.63,2.376470588235294,-1.1799999999999997,0.5384615384615384,207.0,102.0,117.85714285714286
4,1,453,160,302.5,11.74,20,1,11.71,Winter,0,175,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2022,1,6,1,1,1502.7200000000003,2.813664596273292,0.02999999999999936,0.5289256198347108,81.0,115.0,114.85714285714286
5,1,199,49,0.0,8.15,25,1,7.77,Winter,0,55,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2022,1,6,1,1,299.51250000000005,3.98,0.3800000000000008,0.0,175.0,77.0,123.42857142857143
1,1,181,29,0.0,46.98,25,1,45.06,Winter,0,44,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2022,1,0,1,0,1021.8149999999998,6.033333333333333,1.9199999999999946,0.0,55.0,108.0,120.28571428571429
2,1,308,133,0.0,81.26,15,1,86.53,Winter,0,152,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2022,1,0,1,0,9186.443,2.298507462686567,-5.269999999999996,0.0,44.0,90.0,111.14285714285714
