nom,prix,categorie,store_name,prix_original,unite,promotion
Concombre court 1Kg - FILIERE M,6.9,Marche,marjane,,kg,False
Concombre court 1Kg - FILIERE M,6.9,Marche,marjane,,kg,False
Concombre court 1Kg - FILIERE M,6.9,Marche,marjane,,kg,False
Filet de dinde fumé en tranches 100g - DINDY,11.5,Marche,marjane,,L,False
Menthe en sachet - FILIERE M,3.9,Marche,marjane,,L,False
Oignon blanc 1Kg - FILIERE M,12.9,Marche,marjane,,kg,False
Tomate cerise allongée 250g - FILIERE M,9.9,Marche,marjane,,L,False
Tomate ronde 1Kg - FILIERE M,9.9,Marche,marjane,,kg,False
Persil en sachet - FILIERE M,3.9,Marche,marjane,,L,False
Céleri en sachet de 110g - FILIERE M,4.5,Marche,marjane,,L,False
Banane 1Kg,19.9,Marche,marjane,,kg,False
Coriandre en sachet - FILIERE M,3.9,Marche,marjane,,L,False
Deux steacks hachés de boeuf maigre 250g,29.9,Marche,marjane,,g,False
Jambon de dinde fumé en tranches 100g - DINDY,9.85,Marche,marjane,,g,False
Laitue frisée à la pièce - FILIERE M,9.9,Marche,marjane,,L,False
Laitue romaine à la pièce -FILIERE M,9.9,Marche,marjane,,L,False
"Laitue verte, la pièce - FILIERE M",9.9,Marche,marjane,,L,False
Patate douce 1Kg,10.9,Marche,marjane,,kg,False
Pomme de terre blanche lavée 1Kg - FILIERE M,10.5,Marche,marjane,,kg,False
Pomme de terre blanche non lavée 1Kg - FILIERE M,9.5,Marche,marjane,,kg,False
Pomme de terre lavée 1Kg - FILIERE M,10.9,Marche,marjane,,kg,False
Pomme de terre rouge non lavée 1Kg - FILIERE M,9.5,Marche,marjane,,kg,False
Tomate cerise ronde 250g - FILIERE M,7.9,Marche,marjane,,L,False
Laitue batavia verte à la pièce - FILIERE M,9.9,Marche,marjane,,L,False
Pepperoni 100g,9.9,Marche,marjane,,g,False
Salami de dinde 100g - DINDY,9.9,Marche,marjane,,L,False
Blanc de dinde light 100g - DEL PACHA,13.5,Marche,marjane,,L,False
Cornet de Poulet 100g,13.0,Marche,marjane,,L,False
Cuisse de dinde 100g - DEL PACHA,14.85,Marche,marjane,,L,False
Duo bœuf / poulet 100g,16.5,Marche,marjane,,L,False
Filet de dinde 100g - DEL PACHA,14.95,Marche,marjane,,L,False
Filet de dinde mavi 100g,10.0,Marche,marjane,,L,False
Jambon cuit fumé 100g,10.75,Marche,marjane,,g,False
Jambon cuit supérieur 100g - DINDY,11.5,Marche,marjane,,g,False
Jambon de bœuf suprême 100g,19.5,Marche,marjane,,g,False
Jambon de dinde aux fines herbes 100g,13.0,Marche,marjane,,g,False
Jambon de dinde paprika 100g - DEL PACHA,13.0,Marche,marjane,,L,False
Jambon duo fumé 100g - DINDY,15.95,Marche,marjane,,g,False
Laitue feuille de chêne rouge à la pièce - FILIERE M,9.9,Marche,marjane,,L,False
"Laitue feuille de chêne verte, la pièce - FILIERE M",9.9,Marche,marjane,,L,False
Marbré de poulet 100g,13.5,Marche,marjane,,L,False
Pepperoni 100g - DEL PACHA,16.5,Marche,marjane,,L,False
Suprême de dinde paprika 100g,12.0,Marche,marjane,,g,False
Suprême Filet Herbes 100g - DINDY,13.0,Marche,marjane,,L,False
"Laitue iceberg, la pièce - FILIERE M",8.9,Marche,marjane,,L,False
Orange navel 1Kg,10.5,Marche,marjane,,kg,False
Saucisson fumé à l’ail 100g - DINDY,5.95,Marche,marjane,,L,False
Kacher nature 100g - DINDY,4.5,Marche,marjane,,g,False
Kacher piquant 100g - DINDY,4.5,Marche,marjane,,g,False
Mâche 100g,19.9,Marche,marjane,,g,False
Mortadelle fine aux herbes 100g,4.95,Marche,marjane,,L,False
Mortadelle fromage 100g - DINDY,4.95,Marche,marjane,,L,False
Boisson lait d'amande intense bio 1L - BJORG,74.0,Produits_laitiers_oeufs,marjane,,L,False
Boisson lait d'amande intense bio 1L - BJORG,74.0,Produits_laitiers_oeufs,marjane,,L,False
Boisson lait d'amande intense bio 1L - BJORG,74.0,Produits_laitiers_oeufs,marjane,,L,False
Boisson végétale à l'amande bio sans sucres ajoutés 1L - BJORG,64.95,Produits_laitiers_oeufs,marjane,,L,False
Boisson végétale à l'amande calcium bio 1L - BJORG,67.95,Produits_laitiers_oeufs,marjane,,L,False
Boisson végétale avoine calcium bio 1L - BJORG,59.5,Produits_laitiers_oeufs,marjane,,L,False
Fromage Edam boule environ 900g - KROON,142.95,Produits_laitiers_oeufs,marjane,,L,False
"Œufs frais gros calibre x 30 environ 1,850 Kg - MATINALES",41.25,Produits_laitiers_oeufs,marjane,,kg,False
Lait entier naturel stérilisé UHT 6x1L - JAOUDA,65.7,Produits_laitiers_oeufs,marjane,,L,False
Œufs frais jaune orangé x30 - MAZRAAT AL ASSIL,45.25,Produits_laitiers_oeufs,marjane,,L,False
Beurre doux pasteurisé en plaquette 200g - JAOUDA,19.95,Produits_laitiers_oeufs,marjane,,L,False
Lait stérilisé UHT entier 6x1L - SALIM,66.0,Produits_laitiers_oeufs,marjane,,L,False
Plateau œufs frais x30 unités - NATUR ŒUF,29.55,Produits_laitiers_oeufs,marjane,,L,False
Fromage frais nature 8x80g - PERLY,23.95,Produits_laitiers_oeufs,marjane,,L,False
2 Fromages frais 150g - JEBLI,26.0,Produits_laitiers_oeufs,marjane,,L,False
Yaourt ferme saveur vanille Assil 8x110g - DANONE,19.95,Produits_laitiers_oeufs,marjane,,L,False
Fromage fondu à tartiner Délice 200g - KIRI,19.95,Produits_laitiers_oeufs,marjane,,L,False
Fromage frais à tartiner 190g - JEBLI,14.95,Produits_laitiers_oeufs,marjane,,L,False
Fromage frais à tartiner light 150g - JEBLI,16.5,Produits_laitiers_oeufs,marjane,,L,False
Fromage à tartiner Jben 160g - JAOUDA,12.0,Produits_laitiers_oeufs,marjane,,g,False
Fromage frais à tartiner Jben 190g - CHERGUI,14.95,Produits_laitiers_oeufs,marjane,,g,False
Fromage fondu cheddar 24 méga portions - LA HOLLANDAISE,31.95,Produits_laitiers_oeufs,marjane,,L,False
Fromage frais à tartiner aux herbes traditionnelles 150g - JEBLI,16.5,Produits_laitiers_oeufs,marjane,,L,False
Intermarché - Feta grecque AOP 180g - IDS,39.95,Produits_laitiers_oeufs,marjane,,g,False
Fromage à tartiner Jben 160g - JIBAL,10.9,Produits_laitiers_oeufs,marjane,,L,False
Fromage fondu au goût harissa 8 portions - LA VACHE QUI RIT,13.0,Produits_laitiers_oeufs,marjane,,L,False
Fromage à tartiner GREEK Style 200g - KIRI,19.95,Produits_laitiers_oeufs,marjane,,L,False
Fromage à la crème sans gluten 2x170g - GERVAIS,32.1,Produits_laitiers_oeufs,marjane,,L,False
Fromage à la crème 170g - GERVAIS,15.95,Produits_laitiers_oeufs,marjane,,L,False
Fromage frais crémeux à tartiner duo 2x180g - CHERGUI,27.95,Produits_laitiers_oeufs,marjane,,g,False
Intermarché - Crème cuisine végétale coco BIO 20cl - REGAIN,23.95,Produits_laitiers_oeufs,marjane,,L,False
Fromage à tartiner nature 180g - PHILADELPHIA,39.0,Produits_laitiers_oeufs,marjane,,L,False
Intermarché - Crème cuisine végétale amande BIO 20cl - REGAIN,23.95,Produits_laitiers_oeufs,marjane,,L,False
Intermarché - Dessert soja à la vanille bio 530g - REGAIN,23.95,Produits_laitiers_oeufs,marjane,,L,False
Intermarché - Dessert soja bio au chocolat 530g - REGAIN,23.95,Produits_laitiers_oeufs,marjane,,L,False
Fromage fondu au goût harissa 16 portions - LA VACHE QUI RIT,26.0,Produits_laitiers_oeufs,marjane,,L,False
Fromage à tartiner standard 200g - LA VACHE QUI RIT,20.95,Produits_laitiers_oeufs,marjane,,L,False
Fromage blanc à l’ail et aux fines herbes 900g - FAYZ,44.95,Produits_laitiers_oeufs,marjane,,L,False
Fromage à tartiner Cream Cheese 900g - FAYZ,44.95,Produits_laitiers_oeufs,marjane,,g,False
Crème dessert chocolat Dubaï Style 80g - DANETTE,2.5,Produits_laitiers_oeufs,marjane,,L,False
Boisson à l'avoine BIO 1L - REGAIN,21.95,Produits_laitiers_oeufs,marjane,,L,False
Fromage à tartiner Cream Cheese 1Kg - MILKY FOOD,62.95,Produits_laitiers_oeufs,marjane,,kg,False
Fromage frais nature sans sucre 80g - LES PLAISIRS DE CHERGUI,3.5,Produits_laitiers_oeufs,marjane,,L,False
Lait végétal UHT d'amande grillée sans sucres 100% végétal 1L - ALPRO,33.5,Produits_laitiers_oeufs,marjane,,L,False
Fromage fondu x48 portions - OR BLANC,48.5,Produits_laitiers_oeufs,marjane,,L,False
Beurre doux frais 82% de matières grasses 1Kg- CENTRALE,108.95,Produits_laitiers_oeufs,marjane,,kg,False
Crème cuisson UHT légère 500ml - JAOUDA,19.95,Produits_laitiers_oeufs,marjane,,L,False
Crème dessert caramel 12x80g -DANETTE,30.95,Produits_laitiers_oeufs,marjane,,L,False
Crème dessert caramel 80g - DANETTE,2.5,Produits_laitiers_oeufs,marjane,,L,False
Crème dessert chocolat 12x80g - DANETTE,29.95,Produits_laitiers_oeufs,marjane,,L,False
Crème dessert chocolat 80g - DANETTE,2.5,Produits_laitiers_oeufs,marjane,,L,False
Crème fraîche 200g - CHERGUI,12.95,Produits_laitiers_oeufs,marjane,,g,False
Lipton Ice Tea fruits rouges 25cl,3.95,Eaux_boissons,marjane,,L,False
Lipton Ice Tea fruits rouges 25cl,3.95,Eaux_boissons,marjane,,L,False
Lipton Ice Tea fruits rouges 25cl,3.95,Eaux_boissons,marjane,,L,False
Lipton Ice Tea fruits rouges canette 33cl,7.0,Eaux_boissons,marjane,,L,False
Lipton Ice Tea pêche 25cl,3.95,Eaux_boissons,marjane,,L,False
Lipton Ice Tea pêche canette 33cl,7.0,Eaux_boissons,marjane,,L,False
Bahia Eau de table 5L,9.95,Eaux_boissons,marjane,,L,False
Nectar de pêche 1L - MARJANE,9.95,Eaux_boissons,marjane,,L,False
Schweppes virgin mojito 90cl,12.0,Eaux_boissons,marjane,,L,False
Intermarché - Nectar d'orange d'abricot et de pêche 2L - PAQUITO,39.95,Eaux_boissons,marjane,,L,False
Coca Cola 1L,8.0,Eaux_boissons,marjane,,L,False
Intermarché - Sirop concentré de citron vert 70cl - PAQUITO,34.95,Eaux_boissons,marjane,,L,False
Intermarché - Sirop de menthe bio 50cl - PAQUITO,44.95,Eaux_boissons,marjane,,L,False
Intermarché - Jus de pomme à base de concentré 1L - PAQUITO,16.95,Eaux_boissons,marjane,,L,False
Intermarché - Sirop de pêche bio 75cl - PAQUITO,31.95,Eaux_boissons,marjane,,L,False
Coca Cola Zero 1L,8.0,Eaux_boissons,marjane,,L,False
Intermarché - Jus de raisin 1L - PAQUITO,30.95,Eaux_boissons,marjane,,L,False
Jaouda Jutos jus d'oranges 6 x 20cl,11.95,Eaux_boissons,marjane,,L,False
Intermarché - Sirop de grenadine sans sucre ajouté 75cl - PAQUITO,23.95,Eaux_boissons,marjane,,L,False
Jaouda Jutos jus d'oranges 20cl,2.0,Eaux_boissons,marjane,,L,False
"Intermarché - Look Boisson iced tea saveur pêche light 1,5L",10.95,Eaux_boissons,marjane,,L,False
Marrakech Premium Pur jus d'orange 1L,16.2,Eaux_boissons,marjane,,L,False
Nectar d'orange 1L - Marjane,9.95,Eaux_boissons,marjane,,L,False
Oulmès Eau minérale gazeuse 6x1L,41.7,Eaux_boissons,marjane,,L,False
Schweppes virgin mojito canette 25cl,5.5,Eaux_boissons,marjane,,L,False
Intermarché - 100% Pur jus de pomme 1L - PAQUITO,23.95,Eaux_boissons,marjane,,L,False
Valencia Pur jus d'orange 1L,18.7,Eaux_boissons,marjane,,L,False
"Sidi Ali Eau minérale 1,5L",5.0,Eaux_boissons,marjane,,L,False
"Sidi Ali Eau minérale 6x1,5L",30.0,Eaux_boissons,marjane,,L,False
Andros Pur Jus d'oranges pressées 100% sans sucres ajoutés 1L,49.95,Eaux_boissons,marjane,,L,False
Boissons gazeuses (Pepsi + 7up + Mirinda) 4x1L,18.0,Eaux_boissons,marjane,,L,False
Intermarché - Pur jus clémentine en Pet 1L -PAQUITO,29.95,Eaux_boissons,marjane,,L,False
Jaouda Jutos jus d'oranges 4x1L,39.95,Eaux_boissons,marjane,,L,False
Sidi Ali Eau minérale 12x50cl,35.4,Eaux_boissons,marjane,,L,False
Sidi Ali Eau minérale 50cl,2.95,Eaux_boissons,marjane,,L,False
Al Boustane Pur jus d'orange Bio 1L,22.2,Eaux_boissons,marjane,,L,False
Oulmès Eau minérale gazeuse 50cl,4.9,Eaux_boissons,marjane,,L,False
Sidi Ali Eau minérale 12x33cl,22.2,Eaux_boissons,marjane,,L,False
Sidi Ali Eau minérale 33cl,1.9,Eaux_boissons,marjane,,L,False
Coca-Cola boissons gazeuses sans sucres 4x1L,32.0,Eaux_boissons,marjane,,L,False
Sidi Ali Eau minérale 2L,5.9,Eaux_boissons,marjane,,L,False
Sidi Ali Eau minérale 1L,3.95,Eaux_boissons,marjane,,L,False
Jaouda Jutos jus d'oranges 1L,7.95,Eaux_boissons,marjane,,L,False
Sidi Ali Eau minérale bouchon sport 75cl,3.95,Eaux_boissons,marjane,,L,False
Coca-Cola boissons gazeuses canettes slim 6x25cl,30.0,Eaux_boissons,marjane,,L,False
Sidi Ali Eau minérale en verre 75cl,10.95,Eaux_boissons,marjane,,L,False
"Boissons gazeuses Pepsi + 7Up 2x1,5L",12.95,Eaux_boissons,marjane,,L,False
"Juver Disfruta jus d'orange sans sucres ajoutés 1,5L",27.95,Eaux_boissons,marjane,,L,False
Paquito Jus d'orange à base de concentré sans pulpe en brique 1L,34.95,Eaux_boissons,marjane,,L,False
Sidi Ali Eau minérale en verre 50cl,8.5,Eaux_boissons,marjane,,L,False
Coca-Cola boissons gazeuses canettes 6x33cl,50.5,Eaux_boissons,marjane,,L,False
"Intermarché - Look Boisson iced tea saveur pêche 1,5L",13.95,Eaux_boissons,marjane,,L,False
Sauce piquante au piment rouge 60ml - TABASCO,29.2,Epicerie,marjane,,L,False
Sauce piquante au piment rouge 60ml - TABASCO,29.2,Epicerie,marjane,,L,False
Sauce piquante au piment rouge 60ml - TABASCO,29.2,Epicerie,marjane,,L,False
Double concentré de tomates 850g - MABROUKA,26.9,Epicerie,marjane,,L,False
Huile de tournesol 1L - HUILOR,18.75,Epicerie,marjane,,L,False
Safran de Taliouine flacon en verre 3x1g - DAR AZAÂFARAN,117.9,Epicerie,marjane,,L,False
Safran de Taliouine flacon en verre 3x1g - FILIERE M,109.0,Epicerie,marjane,,L,False
Huile de table 5L - FAYZ,70.95,Epicerie,marjane,,L,False
Huile de tournesol 2L - HUILOR,37.5,Epicerie,marjane,,L,False
Thon entier à l'huile végétale 3x85g - DELFY,33.5,Epicerie,marjane,,L,False
Farine finot 10Kg - FAYZ,86.95,Epicerie,marjane,,kg,False
Mix pain de seigle 1Kg - ALITKANE,19.95,Epicerie,marjane,,kg,False
Lentilles 1Kg - CAPRI,13.95,Epicerie,marjane,,kg,False
Blé dur précuit 1kg - MARJANE,32.95,Epicerie,marjane,,kg,False
Champignons coupés 3x 200g - MIDO,35.95,Epicerie,marjane,,g,False
Ketchup 310g - STAR,13.9,Epicerie,marjane,,g,False
Mix pain de campagne 1Kg - ALITKANE,19.95,Epicerie,marjane,,kg,False
Pâtes courtes torsade penne coquille 3x500g - DARI,22.5,Epicerie,marjane,,L,False
Mix pain multicereales 1Kg - ALITKANE,19.95,Epicerie,marjane,,kg,False
Maïs doux en grains 3x150g - FAYZ,19.95,Epicerie,marjane,,g,False
Farine fleur 10Kg - FAYZ,46.5,Epicerie,marjane,,kg,False
Intermarché - Riz Basmati Cello 500g - SAINT ELOI,31.95,Epicerie,marjane,,L,False
Intermarché - Coulis de tomates bio 500g - SAINT ELOI,19.95,Epicerie,marjane,,L,False
Mayonnaise 280g - STAR,14.95,Epicerie,marjane,,g,False
Sauce biggy tasty goût fumé 290g - STAR,22.5,Epicerie,marjane,,g,False
Sauce pour pâtes Arrabiata 350g + sauce Italienne 350g - SOLIS,42.5,Epicerie,marjane,,L,False
Intermarché - Asperges blanches 205g - SAINT ELOI,31.95,Epicerie,marjane,,L,False
Intermarché - Carottes extra-fines 1/2 265g - SAINT ELOI,13.95,Epicerie,marjane,,L,False
Intermarché - Champignon de paris entiers 1/2 230g - SAINT ELOI,26.95,Epicerie,marjane,,L,False
Intermarché - Crème de coco 400ml - IDS,36.95,Epicerie,marjane,,L,False
Intermarché - Épinards Hachés 1/2 395g -SAINT ELOI,17.95,Epicerie,marjane,,L,False
Intermarché - Flageolets verts extra-fins 1/2 265g - SAINT ELOI,20.95,Epicerie,marjane,,L,False
Intermarché - Haricots coupés verts extra-fins 3x110g - SAINT ELOI,38.95,Epicerie,marjane,,L,False
Intermarché - Haricots verts extra fins 1/2 220g - SAINT ELOI,14.95,Epicerie,marjane,,L,False
Intermarché - Haricots verts extra-fins bio 180g - SAINT ELOI,29.95,Epicerie,marjane,,L,False
Intermarché - Huile d'olive vierge extra bio 75cl - BOUTON D'OR,135.95,Epicerie,marjane,,L,False
Intermarché - Huile vierge de noix de coco bio 200ml - REGAIN,55.95,Epicerie,marjane,,L,False
Intermarché - Mélange couscous 20g - CIGALOU,16.95,Epicerie,marjane,,L,False
Intermarché - Mini cornichons 210g - BOUTON D'OR,28.95,Epicerie,marjane,,g,False
Intermarché - Mouliné légumes variés 1L -SAINT ELOI,26.95,Epicerie,marjane,,L,False
Intermarché - Moutarde mi-forte 250g - BOUTON D'OR,27.95,Epicerie,marjane,,g,False
Intermarché - Olives vertes entières 200G - BOUTON D'OR,21.95,Epicerie,marjane,,L,False
Intermarché - Petits pois extra fins 1/2 265g - SAINT ELOI,18.95,Epicerie,marjane,,L,False
Intermarché - Petits pois extra fins 1/4x3 420g - SAINT ELOI,37.95,Epicerie,marjane,,L,False
Intermarché - Poires williams 4/4 fruits au sirop léger 455g - PAQUITO,46.95,Epicerie,marjane,,L,False
Intermarché - Purée lait entier 375g - BOUTON D'OR,39.95,Epicerie,marjane,,L,False
Intermarché - Sauce curry 350g - BOUTON D'OR,29.95,Epicerie,marjane,,g,False
Intermarché - Sauce hollandaise 36g - CLAUDE LEGER,10.95,Epicerie,marjane,,L,False
Intermarché - Sauce samourai 350g - BOUTON D'OR,29.95,Epicerie,marjane,,g,False
Intermarché - Sauce tomate provençale 190g - FIORINI,11.95,Epicerie,marjane,,L,False
Intermarché - Suprême à base de vinaigre balsamique 250ml - LES CRÉATIONS,59.95,Epicerie,marjane,,L,False
Intermarché - Velouté 10 légumes à la crème 1L - SAINT ELOI,28.95,Epicerie,marjane,,L,False
Boisson lait d'amande intense bio 1L - BJORG,74.0,Bio_et_sante,marjane,,L,False
Boisson lait d'amande intense bio 1L - BJORG,74.0,Bio_et_sante,marjane,,L,False
Boisson lait d'amande intense bio 1L - BJORG,74.0,Bio_et_sante,marjane,,L,False
Boisson végétale à l'amande bio sans sucres ajoutés 1L - BJORG,64.95,Bio_et_sante,marjane,,L,False
Boisson végétale à l'amande calcium bio 1L - BJORG,67.95,Bio_et_sante,marjane,,L,False
Boisson végétale avoine calcium bio 1L - BJORG,59.5,Bio_et_sante,marjane,,L,False
Chewing-gum sans sucres saveur menthe en flacon 60g - FLASH,15.6,Bio_et_sante,marjane,,L,False
Flocons d'avoine bio 4 graines et raisins 375g - BJORG,72.0,Bio_et_sante,marjane,,L,False
Flocons d'avoine complète bio 500g - BJORG,54.0,Bio_et_sante,marjane,,L,False
Galettes bio 4 céréales 130g - BJORG,36.95,Bio_et_sante,marjane,,L,False
Galettes bio maïs extra-fines 130g - BJORG,34.5,Bio_et_sante,marjane,,L,False
Galettes bio riz complet 130g - BJORG,34.5,Bio_et_sante,marjane,,L,False
Muesli bio sans sucres ajoutés 375g - BJORG,77.0,Bio_et_sante,marjane,,L,False
Muesli bio superfruits 375g - BJORG,93.0,Bio_et_sante,marjane,,L,False
Pain d'épices miel bio 300g - BJORG,67.5,Bio_et_sante,marjane,,L,False
Son d'avoine bio 500g - BJORG,59.5,Bio_et_sante,marjane,,g,False
Intermarché - Coulis de tomates bio 500g - SAINT ELOI,19.95,Bio_et_sante,marjane,,L,False
Fromage à la crème sans gluten 2x170g - GERVAIS,32.1,Bio_et_sante,marjane,,L,False
Intermarché - Dessert soja à la vanille bio 530g - REGAIN,23.95,Bio_et_sante,marjane,,L,False
Intermarché - Dessert soja bio au chocolat 530g - REGAIN,23.95,Bio_et_sante,marjane,,L,False
Intermarché - Huile d'olive vierge extra bio 75cl - BOUTON D'OR,135.95,Bio_et_sante,marjane,,L,False
Intermarché - Huile vierge de noix de coco bio 200ml - REGAIN,55.95,Bio_et_sante,marjane,,L,False
Intermarché - Huile de colza vierge bio 75cl - BOUTON D'OR,65.95,Bio_et_sante,marjane,,L,False
Intermarché - Sirop de menthe bio 50cl - PAQUITO,44.95,Bio_et_sante,marjane,,L,False
Intermarché - Sirop de pêche bio 75cl - PAQUITO,31.95,Bio_et_sante,marjane,,L,False
Intermarché - Sauce pesto au basilic bio 190g - FIORINI,38.95,Bio_et_sante,marjane,,L,False
Yaourt 0% Svelty 8x110g - JIBAL,19.95,Bio_et_sante,marjane,,L,False
Yaourt 0% Svelty 110g - JIBAL,2.5,Bio_et_sante,marjane,,L,False
Al Boustane Pur jus d'orange Bio 1L,22.2,Bio_et_sante,marjane,,L,False
Valencia nectar au jus d'orange light 0% sucre ajouté 1L,16.5,Bio_et_sante,marjane,,L,False
Intermarché - Huile vierge de sésame bio 250ml - REGAIN,69.95,Bio_et_sante,marjane,,L,False
Intermarché - Lentilles corail bio 500g - SAINT ELOI,49.95,Bio_et_sante,marjane,,L,False
Intermarché - Quinoa blond bio 500g - SAINT ELOI,55.95,Bio_et_sante,marjane,,L,False
Intermarché - Riz 1/2 complet bio 500g - SAINT ELOI,32.95,Bio_et_sante,marjane,,L,False
Intermarché - Sauce provençale bio 190g - FIORINI,19.95,Bio_et_sante,marjane,,L,False
Intermarché - Sirop de citron bio 50cl - PAQUITO,43.95,Bio_et_sante,marjane,,L,False
Intermarché - Sirop de fraise bio 75cl - PAQUITO,34.95,Bio_et_sante,marjane,,L,False
Intermarché - Sirop de grenadine bio 50cl - PAQUITO,44.95,Bio_et_sante,marjane,,L,False
Intermarché - Sirop de menthe bio sans sucre ajouté 75cl - PAQUITO,19.95,Bio_et_sante,marjane,,L,False
Yaourt au lait de chèvre nature 4x110g - CHERGUI,17.95,Bio_et_sante,marjane,,L,False
Boisson végétale d'amandes non sucré bio sans gluten 1L - SCOTTI,44.45,Bio_et_sante,marjane,,L,False
Boisson végétale de riz et coco bio sans gluten 1L - SCOTTI,32.0,Bio_et_sante,marjane,,L,False
Boisson végétale d'avoine enrichi en calcium bio sans sucres ajoutés 1L - SCOTTI,27.5,Bio_et_sante,marjane,,L,False
Boisson végétale d'avoine et barista bio sans sucres ajoutés 1L - SCOTTI,29.5,Bio_et_sante,marjane,,L,False
Yaourt nature édulcoré 0% 8x110g - LINEA,19.95,Bio_et_sante,marjane,,L,False
Boisson végétale au soja et arôme naturel de vanille 1L - SOJASUN,35.5,Bio_et_sante,marjane,,L,False
Boisson végétale de riz enrichi en calcium bio sans sucres ajoutés 1L - SCOTTI,28.5,Bio_et_sante,marjane,,L,False
Boisson végétale au soja nature sans sucres ajoutés 1L - SOJASUN,29.95,Bio_et_sante,marjane,,L,False
Boisson végétale de riz avec cacao sans gluten 1L - SCOTTI,28.5,Bio_et_sante,marjane,,L,False
Boisson végétale d'amande sans sucres Bio 3x25cl - BJORG,70.5,Bio_et_sante,marjane,,L,False
Amlou traditionnel 200g - LES DOMAINES,83.95,Bio_et_sante,marjane,,L,False
Aide culinaire végétale liquide au soja 14% MG 1L - SOJASUN,49.95,Bio_et_sante,marjane,,L,False
Barre au nougat 34g - NOOCO,4.95,Biscuits_snacking,marjane,,g,False
Barre au nougat 34g - NOOCO,4.95,Biscuits_snacking,marjane,,g,False
Barre au nougat 34g - NOOCO,4.95,Biscuits_snacking,marjane,,g,False
Barre céréales aux noix et amandes Crunchy 30g - SANTÉ,5.8,Biscuits_snacking,marjane,,L,False
Barre croustillante au caramel et aux cacahuètes 40 g - NOOCO,4.95,Biscuits_snacking,marjane,,L,False
Barre croustillante au chocolat au lait 18g - NOOCO,2.5,Biscuits_snacking,marjane,,L,False
Barre croustillante aux bananes et enrobage chocolat Crunchy 35g - SANTÉ,6.95,Biscuits_snacking,marjane,,L,False
Barre croustillante aux canneberges et framboises Crunchy 40g - SANTÉ,6.95,Biscuits_snacking,marjane,,L,False
